key,source,target
DivineTechText/TechDesc7031,Auxiliary weapon attacks have a chance to fire a [Psionic] fireball on hit.,
DivineTechText/TechDesc7035,Auxiliary Weapon attacks have a chance to fire a [Chase] arc on hit.,
DivineTechText/TechDesc7042,Auxiliary Weapon has a chance to heal after dealing damage.,
DivineTechText/QiangSuan_Passive2_Name,Auxiliary Hourglass,
DivineTechText/TechName7028,Overloaded Barrel,
DivineTechText/Param_FireBonus,Shots per Fire Bonus: <Green_24>%s</>,
DivineTechText/Type_Chase,Chase,
DivineTechText/QiangSuan_Passive1_Name,Chaser Amplification,
DivineTechText/LieYan_Passive5_Name,Chase Expansion,
DivineTechText/QiangSuan_Passive1_Desc,Increases damage of Chase-type Tech.,
DivineTechText/LieYan_Passive5_Desc,Expands the Area of Chase-type Tech.,
DivineTechText/QiangSuan_Chase2_Name,Tracking Spikes,
DivineTechText/LieYan_Passive3_Name,Rapid-Fire Protocol,
DivineTechText/TechDesc7036,Dealing [Poison] damage has a chance to fire a [Chase] arc.,
DivineTechText/TechDesc7039,Dealing [Poison] damage has a chance to gain a shield.,
DivineTechText/TechDesc7029,Applying [Freeze] also inflicts [Burn]. Dealing [Burn] damage adds 1 stack of [Chill].,
DivineTechText/QiangSuan_AuxWeapon2_Desc,Deploy a stationary cannon turret that fires venom cannons at enemies.,
DivineTechText/BaoZha_Skill2_Name,Heavy Artillery,
DivineTechText/Param_RangeLength,Length: <Green_24>%s</>,
DivineTechText/LieYan_Passive4_Name,Extended Dash,
DivineTechText/LeiDian_Passive6_Name,Flash Acceleration,
DivineTechText/LieYan_Passive6_Desc,Gain increased damage and movement speed for each nearby enemy affected by status ailment.,
DivineTechText/QiangSuan_Passive6_Desc,Gain Armor for each nearby enemy affected by status ailment.,
DivineTechText/LeiDian_Skill1_Desc,Calls down multiple Thunderfalls to attack random nearby enemies.,
DivineTechText/Qiangjiang_Passive1_Desc,Increases the chance of rolling [Gunsmith] Tech.,
DivineTechText/BaoZha_Throw1_Name,Cluster Grenade,
DivineTechText/LeiDian_Name,Lightning,
DivineTechText/LeiDian_Passive7_Name,Lightning Mastery,
DivineTechText/LeiDian_Weapon1_Name,Lightning Rounds,
DivineTechText/LeiDian_Skill1_Name,Thunder Strike,
DivineTechText/Param_HitCount,Hits Required: <Green_24>%s</>,
DivineTechText/LeiDian_Throw1_Name,Shock Grenade,
DivineTechText/TechName7029,Frostfire Paradox,
DivineTechText/HanBing_Dash1_Name,Frost Charge,
DivineTechText/Param_FlightDistance,Flight Distance: <Green_24>%s</>,
DivineTechText/Param_BladeRange,Disc Blade Range: <Green_24>%s</>,
DivineTechText/Param_BladeCount,Disc Blade Count: <Green_24>%s</>,
DivineTechText/Param_FirstDMGInc,[Weapon] First-Shot DMG Bonus: <Green_24>%s%</>,
DivineTechText/BaoZha_Dash1_Name,Black Hole Dash,
EquipmentText/EquipmentTypeID230500,AI Summon Gloves,
EquipmentText/ModuleTips2091,"[Dash] generates massive kinetic energy, summoning the Flesh Tyrant to charge forward, dealing <Green_14>{Param}</> [Dash] damage to enemies ahead.

<Boss_shenhua>*Glorious Trophy from [Flesh Tyrant]*</>",
EquipmentText/TalentDesc1300,[Dash] DMG +<Green_12>%s%</>,
EquipmentText/arr_BaseAttributeBonusDisplay1007,[Dash] Damage + <Green_14>%s%</>,
EquipmentText/arr_BaseAttributeBonusDisplay1021,[Dash] Damage + <Green_14>%s%</>,
EquipmentText/arr_BaseAttributeBonusDisplay11,[Dash] Damage + <Green_14>%s%</>,
EquipmentText/ModuleTips2023,"[Dash] Your dash has <Green_14>50%</> chance to trigger frost shockwave, dealing <Green_14>{Param}</> damage and [Freeze]. Area radius <Green_14>300</>.",
EquipmentText/ModuleTips2025,"[Dash] Your dash has <Green_14>50%</> chance to trigger flame path, dealing <Green_14>{Param}</> fire damage and leaving a flame path for <Green_14>3</>s that applies [Burn].",
EquipmentText/ModuleTips2024,"[Dash] Your dash has <Green_14>50%</> chance to trigger life link, linking <Green_14>3</> enemies and dealing <Green_14>{Param}</> damage per second for <Green_14>3s</>. Max link distance <Green_14>600</>, lifesteal threshold <Green_14>100%</>, lifesteal amount <Green_14>2</>.",
EquipmentText/ModuleTips2026,"[Dash] Your dash has <Green_14>50%</> chance to trigger black hole, dealing <Green_14>{Param}</> explosion damage, lasting <Green_14>0.6</>s, Area radius <Green_14>400</>.",
EquipmentText/TalentDesc1310,[Dash] Charges +<Green_12>%s</>,
EquipmentText/ModuleTips2027,"[Dash] While dashing, fire <Green_14>16</> bullets randomly around, each dealing <Green_14>{Param}</> damage. Bullets can hit enemies.",
EquipmentText/arr_BaseAttributeBonusDisplay41,[Dash] Cooldown Reduction +<Green_14>%s%</>,
EquipmentText/ModuleTips2028,"[Dash] Charges +<Green_14>1</>, [Dash] CD Reduction -<red_14>30%</>",
EquipmentText/ModuleTips2029,"[Dash] Charges +<Green_14>1</>, Dash Distance -<red_14>15%</>",
EquipmentText/ModuleTips2097,"After [Dash], Crit Chance +<Green_14>15%</>, Crit Damage +<Green_14>30%</>, lasting <Green_14>3</> seconds.",
EquipmentText/ModuleTips2138,"For <Green_14>1</> second after using [Dash], your next [Dash] consumes no charges and deals <Green_14>25%</> more damage.",
EquipmentText/TalentDesc4304,"After [Dash], Movement Speed +<Green_12>15%</> for <Green_12>2</>s",
EquipmentText/TalentDesc5304,"After [Dash], Movement Speed +<Green_12>15%</> for <Green_12>2</>s",
EquipmentText/TalentDesc1311,"After a [Dash], gain an energy orb. After gaining <Green_12>4</> orbs, they fly out to attack nearby enemies and restore <Green_12>1</> [Dash] charge. Each orb deals <Green_12>500</><White_12>(Scales with Combat Level up to 2950)</> [Dash] damage.",
EquipmentText/TalentDesc5210,"After [Dash], <Green_12>50%</> chance to cast a random [Tactical Skill] (auto only)",
EquipmentText/TalentDesc1308,[Dash] Duration +<Green_12>%s%</>,
EquipmentText/arr_BaseAttributeBonusDisplay37,[Dash] Duration + <Green_14>%s%</>,
EquipmentText/TalentDesc1303,[Dash] Crit Chance +<Green_12>%s%</>,
EquipmentText/arr_BaseAttributeBonusDisplay23,[Dash] Crit Chance + <Green_14>%s%</>,
EquipmentText/ContractDesc113,"[Dash] Crit Chance +<Green_14>25%</>
Damage taken while [Dashing] reduced by <Green_14>50%</>.",
EquipmentText/ModuleTips2147,"Targets hit by [Dash] Tech take <Green_14>15%</> increased damage for <Green_14>3</>s, max <Green_14>5</> stacks.",
EquipmentText/TalentDesc1304,[Dash] Area +<Green_12>%s%</>,
EquipmentText/arr_BaseAttributeBonusDisplay32,[Dash] Area + <Green_14>%s%</>,
EquipmentText/arr_BaseAttributeBonusDisplay42,[Dash] Distance + <Green_14>%s%</>,
EquipmentText/TalentDesc4303,[Dash] Area +<Green_12>%s%</>,
EquipmentText/TalentDesc5303,[Dash] Area +<Green_12>%s%</>,
EquipmentText/ModuleTips2159,"[Tactical Skill - Venom Matrix] rotation speed increased by <Green_14>4</>x, and each Dash has a <Green_14>80%</> chance to spray venom in all directions, dealing <Green_14>{Param}</> [Tactical Skill] damage.

<Boss_shenhua>*Glorious Trophy from [Venomous Widow]*</>",
EquipmentText/ModuleTips2154,"Each instance of damage from [Tactical Skill - Venom Matrix] restores <Green_14>0.2</> HP. When dealing damage to Elites and Bosses, the healing is multiplied by <Green_14>10</>.",
EquipmentText/ModuleTips2152,"[Tactical Skill - Laser Array] channels for a duration, dealing <Green_14>25%</> DMG every <Green_14>0.25</>s for <Green_14>2.5</>s.
Enemies hit by the laser are <Green_14>15%</> Vulnerable for <Green_14>10</>s.",
EquipmentText/ModuleTips2153,"[Tactical Skill - Heavy Artillery] reduces its cooldown by <Green_14>1</>s per hit, up to <Green_14>5</>s per cooldown cycle.",
EquipmentText/TalentDesc3202,[Tactical Skill] DMG +<Green_12>%s%</>,
EquipmentText/TalentDesc5200,[Tactical Skill] DMG +<Green_12>%s%</>,
EquipmentText/TalentDesc3207,"[Tactical Skill] damage +<Green_12>50%</>, Cooldown Reduction -<red_12>20%</>.",
EquipmentText/arr_BaseAttributeBonusDisplay1011,[Tactical Skill] Damage + <Green_14>%s%</>,
EquipmentText/arr_BaseAttributeBonusDisplay1025,[Tactical Skill] Damage + <Green_14>%s%</>,
EquipmentText/arr_BaseAttributeBonusDisplay13,[Tactical Skill] Damage + <Green_14>%s%</>,
EquipmentText/ModuleTips2104,"[Tactical Skill] damage +<Green_14>100%</>, Cooldown Reduction -<red_14>35%</>.",
EquipmentText/ModuleTips2041,"[Tactical Skill] Summon 6 lightning strikes attacking nearby enemies, dealing <Green_14>{Param}</> damage each. Damage radius <Green_14>100</>, CD <Green_14>15</>s.",
EquipmentText/TalentDesc3200,[Tactical Skill] Duration +<Green_12>%s%</>,
EquipmentText/TalentDesc5204,[Tactical Skill] Duration +<Green_12>%s%</>,
EquipmentText/arr_BaseAttributeBonusDisplay38,[Tactical Skill] Duration + <Green_14>%s%</>,
EquipmentText/TalentDesc3203,[Tactical Skill] Slot +<Green_12>%s</>,
EquipmentText/TalentDesc5205,[Tactical Skill] Slot +<Green_12>%s</>,
EquipmentText/arr_BaseAttributeBonusDisplay55,[Tactical Skill] Slots + <Green_14>%s</>,
EquipmentText/TalentDesc3206,[Tactical Skill] Crit Chance +<Green_12>%s%</>,
EquipmentText/TalentDesc5208,[Tactical Skill] Crit Chance +<Green_12>%s%</>,
EquipmentText/arr_BaseAttributeBonusDisplay25,[Tactical Skill] Crit Chance + <Green_14>%s%</>,
EquipmentText/ContractDesc108,"[Tactical Skill] Crit Chance +<Green_14>10%</>
Frost - [Polar Cyclone] damage +<Green_14>25%</>",
EquipmentText/ContractDesc110,"[Tactical Skill] Crit Chance +<Green_14>10%</>
Corrosive - [Venom Matrix] damage +<Green_14>25%</>",
EquipmentText/ContractDesc101,"[Tactical Skill] Crit Chance +<Green_14>10%</>
Inferno - [Laser Array] damage +<Green_14>25%</>",
EquipmentText/ContractDesc109,"[Tactical Skill] Crit Chance +<Green_14>10%</>
Explosion - [Heavy Artillery] damage +<Green_14>25%</>",
EquipmentText/ContractDesc107,"[Tactical Skill] Crit Chance +<Green_14>10%</>
Lightning - [Electromagnetic Storm] damage +<Green_14>25%</>",
EquipmentText/ModuleTips2105,"[Tactical Skill] Critical Chance +<Green_14>10%</>. Whenever a [Tactical Skill] kills an enemy, <Green_14>30%</> chance to restore Health.",
EquipmentText/ModuleTips2043,"[Tactical Skill] Automatically summon <Green_14>3</> flying saws orbiting yourself. CD <Green_14>15</>s, saw damage: <Green_14>{Param}</>, duration: <Green_14>10</>s.",
EquipmentText/ModuleTips2040,"[Tactical Skill] Automatically summon fire dragon, dealing <Green_14>{Param}</> damage per second and applying [Burn]. Duration <Green_14>10</>s, CD <Green_14>10</>s.",
EquipmentText/ModuleTips2042,"[Tactical Skill] Automatically activate 1 airstrike, dealing <Green_14>{Param}</> damage. Sweep width <Green_14>800</>, CD <Green_14>15</>s.",
EquipmentText/TalentDesc3201,[Tactical Skill] Area +<Green_12>%s%</>,
EquipmentText/TalentDesc5201,[Tactical Skill] Area +<Green_12>%s%</>,
EquipmentText/arr_BaseAttributeBonusDisplay34,[Tactical Skill] Area + <Green_14>%s%</>,
EquipmentText/ModuleTips2044,"[Tactical Skill] Gain corrosion aura, dealing <Green_14>{Param}</> damage per second to nearby enemies and applying [Poison]. Continuously damages surrounding enemies.",
EquipmentText/TalentDesc1100,[Throw] DMG +<Green_12>%s%</>,
EquipmentText/arr_BaseAttributeBonusDisplay1010,[Throw] Damage + <Green_14>%s%</>,
EquipmentText/arr_BaseAttributeBonusDisplay1024,[Throw] Damage + <Green_14>%s%</>,
EquipmentText/arr_BaseAttributeBonusDisplay59,[Throw] Damage + <Green_14>%s%</>,
EquipmentText/ModuleTips2063,"[Throw] Damage +<Green_14>40%</>, [Throw] Cooldown Reduction +<Green_14>25%</>.",
EquipmentText/ModuleTips2059,[Throw] Weapon hits have <Green_14>2.5%</> chance to throw giant flying saw.,
EquipmentText/ModuleTips2058,[Throw] Weapon hits have <Green_14>2.5%</> chance to throw poison gas grenade.,
EquipmentText/ModuleTips2055,[Throw] Weapon hits have <Green_14>2.5%</> chance to throw incendiary grenade.,
EquipmentText/ModuleTips2057,[Throw] Weapon hits have <Green_14>2.5%</> chance to throw stun grenade.,
EquipmentText/ModuleTips2056,[Throw] Weapon hits have <Green_14>2.5%</> chance to throw cluster grenade.,
EquipmentText/TalentDesc1108,[Throw] Charges +<Green_12>%s</>,
EquipmentText/ModuleTips2060,[Throw] Charges + <Green_14>1</>,
EquipmentText/ModuleTips2061,[Throw] Projectile Count + <Green_14>1</>,
EquipmentText/TalentDesc1106,[Throw] Duration +<Green_12>%s%</>,
EquipmentText/arr_BaseAttributeBonusDisplay58,[Throw] Duration + <Green_14>%s%</>,
EquipmentText/TalentDesc1111,"[Throw] slot +<Green_12>1</>, [Throw] does not interrupt shooting.",
EquipmentText/arr_BaseAttributeBonusDisplay61,[Throw] Slots + <Green_14>%s</>,
EquipmentText/ContractDesc111,"[Throw] does not interrupt shooting.
[Throw] Projectile Count +<Green_14>1</>",
EquipmentText/TalentDesc1103,[Throw] Crit Chance +<Green_12>%s%</>,
EquipmentText/arr_BaseAttributeBonusDisplay62,[Throw] Crit Chance + <Green_14>%s%</>,
EquipmentText/TalentDesc1104,[Throw] Area +<Green_12>%s%</>,
EquipmentText/arr_BaseAttributeBonusDisplay60,[Throw] Area + <Green_14>%s%</>,
EquipmentText/arr_BaseAttributeBonusDisplay10,[Weapon] Damage + <Green_14>%s%</>,
EquipmentText/arr_BaseAttributeBonusDisplay1006,[Weapon] Damage + <Green_14>%s%</>,
EquipmentText/arr_BaseAttributeBonusDisplay1020,[Weapon] Damage + <Green_14>%s%</>,
EquipmentText/ModuleTips2093,"[Weapon] Damage +<Green_14>35%</>, Pierce +<Green_14>2</>, Pierce damage has no falloff.",
EquipmentText/TalentDesc1002,[Weapon] DMG +<Green_12>%s%</>,
EquipmentText/TalentDesc1102,[Weapon] DMG +<Green_12>%s%</>,
EquipmentText/TalentDesc2000,[Weapon] DMG +<Green_12>%s%</>,
EquipmentText/TalentDesc3000,[Weapon] DMG +<Green_12>%s%</>,
EquipmentText/TalentDesc4005,[Weapon] DMG +<Green_12>%s%</>,
EquipmentText/TalentDesc4101,[Weapon] DMG +<Green_12>%s%</>,
EquipmentText/TalentDesc5001,[Weapon] DMG +<Green_12>%s%</>,
EquipmentText/TalentDesc5211,[Weapon] hits have a <Green_12>2%</> chance to trigger an additional [Tactical Skill] you already own. Cooldown: <Green_12>4</>s.,
EquipmentText/TalentDesc1204,[Weapon] Range +<Green_12>%s%</>,
EquipmentText/TalentDesc2003,[Weapon] Range +<Green_12>%s%</>,
EquipmentText/TalentDesc5007,[Weapon] Range +<Green_12>%s%</>,
EquipmentText/TalentDesc5104,[Weapon] Range +<Green_12>%s%</>,
EquipmentText/arr_BaseAttributeBonusDisplay30,[Weapon] Range + <Green_14>%s%</>,
EquipmentText/ModuleTips2142,"[Weapon] Fire Rate -<red_14>50%</>, [Auxiliary Weapon] Attack Speed +<Green_14>50%</>.",
EquipmentText/TalentDesc1000,[Weapon] Fire Rate +<Green_12>%s%</>,
EquipmentText/TalentDesc1008,[Weapon] Fire Rate +<Green_12>%s%</>,
EquipmentText/TalentDesc1105,[Weapon] Fire Rate +<Green_12>%s%</>,
EquipmentText/TalentDesc1201,[Weapon] Fire Rate +<Green_12>%s%</>,
EquipmentText/TalentDesc2001,[Weapon] Fire Rate +<Green_12>%s%</>,
EquipmentText/TalentDesc2101,[Weapon] Fire Rate +<Green_12>%s%</>,
EquipmentText/TalentDesc4007,[Weapon] Fire Rate +<Green_12>%s%</>,
EquipmentText/TalentDesc4103,[Weapon] Fire Rate +<Green_12>%s%</>,
EquipmentText/TalentDesc5000,[Weapon] Fire Rate +<Green_12>%s%</>,
EquipmentText/TalentDesc5101,[Weapon] Fire Rate +<Green_12>%s%</>,
EquipmentText/arr_BaseAttributeBonusDisplay27,[Weapon] Fire Rate + <Green_14>%s%</>,
EquipmentText/TalentDesc1001,[Weapon] Magazine +<Green_12>%s%</>,
EquipmentText/TalentDesc1005,[Weapon] Magazine +<Green_12>%s%</>,
EquipmentText/TalentDesc1107,[Weapon] Magazine +<Green_12>%s%</>,
EquipmentText/TalentDesc1208,[Weapon] Magazine +<Green_12>%s%</>,
EquipmentText/TalentDesc2005,[Weapon] Magazine +<Green_12>%s%</>,
EquipmentText/TalentDesc2103,[Weapon] Magazine +<Green_12>%s%</>,
EquipmentText/TalentDesc3003,[Weapon] Magazine +<Green_12>%s%</>,
EquipmentText/arr_BaseAttributeBonusDisplay64,[Weapon] Magazine Capacity + <Green_14>%s%</>,
EquipmentText/ModuleTips2010,Kill enemy with [Weapon] Magazine below 30% to restore <Green_14>75%</> magazine.,
EquipmentText/ModuleTips2007,[Weapon] Ricochet Count +<Green_14>1</>,
EquipmentText/ModuleTips2106,"[Weapon] Projectile Count + <Green_14>2</>, [Weapon] Damage - <red_14>50%</>.",
EquipmentText/TalentDesc2006,[Weapon] Projectiles +<Green_12>%s</>,
EquipmentText/ModuleTips2006,[Weapon] Projectile Count +<Green_14>1</>,
EquipmentText/TalentDesc1004,[Weapon] Reload Speed +<Green_12>%s%</>,
EquipmentText/TalentDesc2002,[Weapon] Reload Speed +<Green_12>%s%</>,
EquipmentText/TalentDesc3002,[Weapon] Reload Speed +<Green_12>%s%</>,
EquipmentText/TalentDesc4006,[Weapon] Reload Speed +<Green_12>%s%</>,
EquipmentText/arr_BaseAttributeBonusDisplay63,[Weapon] Reload Speed + <Green_14>%s%</>,
EquipmentText/ModuleTips2011,"[Weapon] Reload Speed +<Green_14>30%</>; after reloading, [Weapon] Damage +<Green_14>30%</> for 1s",
EquipmentText/TalentDesc4010,[Weapon] Crit DMG +<Green_12>%s%</>,
EquipmentText/TalentDesc1006,[Weapon] Crit Chance +<Green_12>%s%</>,
EquipmentText/TalentDesc2007,[Weapon] Crit Chance +<Green_12>%s%</>,
EquipmentText/TalentDesc3001,[Weapon] Crit Chance +<Green_12>%s%</>,
EquipmentText/TalentDesc4009,[Weapon] Crit Chance +<Green_12>%s%</>,
EquipmentText/TalentDesc4106,[Weapon] Crit Chance +<Green_12>%s%</>,
EquipmentText/TalentDesc5004,[Weapon] Crit Chance +<Green_12>%s%</>,
EquipmentText/arr_BaseAttributeBonusDisplay22,Weapon Crit Chance+<Green_14>%s%</>,
EquipmentText/ContractDesc103,"[Weapon] Crit Chance +<Green_14>10%</>
[Throw] Crit Chance +<Green_14>10%</>",
EquipmentText/ModuleTips2171,"For each level of [Weapon] Tech, Weapon Base Damage +<Green_14>2.5%</> additional.",
EquipmentText/TalentDesc2004,[Weapon] Pierce +<Green_12>%s</>,
EquipmentText/arr_BaseAttributeBonusDisplay65,[Weapon] Penetration + <Green_14>%s</>,
EquipmentText/TalentDesc3211,"Hitting the same target with [Weapon] <Green_12>3</> times in a row locks onto it, then calls a precision railgun strike dealing <Green_12>2000</><White_12>(Scales with Combat Level up to 11800)</> [Tactical Skill] damage. Cooldown: <Green_12>5</>s.",
EquipmentText/TalentDesc2201,[Psionic] DMG +<Green_12>%s%</>,
EquipmentText/TalentDesc3100,[Psionic] DMG +<Green_12>%s%</>,
EquipmentText/TalentDesc4201,[Psionic] DMG +<Green_12>%s%</>,
EquipmentText/arr_BaseAttributeBonusDisplay1009,[Psionic] Damage + <Green_14>%s%</>,
EquipmentText/arr_BaseAttributeBonusDisplay1023,[Psionic] Damage + <Green_14>%s%</>,
EquipmentText/arr_BaseAttributeBonusDisplay14,[Psionic] Damage + <Green_14>%s%</>,
EquipmentText/ContractDesc112,"[Psionic] Damage +<Green_14>15%</>
Damage bonus doubles if fewer than 3 enemies are within 15m.",
EquipmentText/ModuleTips2033,[Psionic] Level-Up Airdrop impact damage increased by <Green_14>300%</>,
