key,source,target
DivineTechText/BaoZha_Skill2_Desc,Bombard the target location repeatedly.,Bombardeia repetidamente o local alvo.
DivineTechText/ZhiXie_Passive7_Name,Recovery Protocol,Protocolo de Recuperação
DivineTechText/Param_MinigunDMG,Minigun Damage: <Green_24>%s</>,Dano da Minigun: <Green_24>%s</>
DivineTechText/BaoZha_AuxWeapon2_Name,Machine Gun Drone,Drone Metralhadora
DivineTechText/BaoZha_Skill1_Name,Gunship Support,Suporte de Aeronave
DivineTechText/ZhiXie_Passive5_Name,Swarm Amplification,Amplificação de Enxame
DivineTechText/Qiangjiang_Passive5_Name,Permission Unlock,Liberação de Permissão
DivineTechText/HanBing_Skill2_Name,Polar Cyclone,Ciclone Polar
DivineTechText/Qiangjiang_Name,Gunsmith,Armeiro
DivineTechText/Qiangjiang_Passive1_Name,Gunsmith Mastery,Maestria do Armeiro
DivineTechText/Param_MkVulnerability,Mark Vulnerability: <Green_24>%s%</>,Vulnerabilidade da Marca: <Green_24>%s%</>
DivineTechText/Param_ProbabilityInc,Increases chance: <Green_24>%s%</>,Aumenta a chance: <Green_24>%s%</>
DivineTechText/Param_Probability,Chance: <Green_24>%s%</>,Chance: <Green_24>%s%</>
DivineTechText/Param_GrenadeDMG,Grenade Damage: <Green_24>%s</>,Dano da Granada: <Green_24>%s</>
DivineTechText/Type_Weapon,Weapon,Arma
DivineTechText/LeiDian_Weapon1_Desc,Increases weapon damage; bullet hits have a chance to call down Thunderfall.,Aumenta o dano de arma; acertos de bala têm chance de invocar Queda Trovejante.
DivineTechText/QiangSuan_Weapon1_Desc,"Increases weapon damage; bullets inflict [Poison], dealing damage and weakening enemy attacks.","Aumenta o dano de arma; balas aplicam [Veneno], causando dano e enfraquecendo os ataques inimigos."
DivineTechText/BaoZha_Weapon1_Desc,Increases weapon damage; hits apply a sticky charge.,Aumenta o dano de arma; acertos aplicam uma carga adesiva.
DivineTechText/ZhiXie_Weapon1_Desc,Increases weapon damage and grants bullets knockback and penetration.,Aumenta o dano de arma e concede repulsão e perfuração às balas.
DivineTechText/HanBing_Weapon1_Desc,Increases weapon damage. Bullets inflict [Chill] stacking to cause [Freeze].,"Aumenta o dano de arma. Balas aplicam [Calafrio], que acumula até causar [Congelamento]."
DivineTechText/LieYan_Weapon1_Desc,Increases weapon damage; bullets inflict [Burn].,Aumenta o dano de arma; balas aplicam [Queimadura].
DivineTechText/LeiDian_Passive3_Desc,Increases weapon range.,Aumenta o alcance da arma.
DivineTechText/LieYan_Passive3_Desc,Increases Weapon fire rate.,Aumenta a cadência de tiro da arma.
DivineTechText/QiangSuan_Passive3_Desc,Increases Weapon magazine capacity.,Aumenta a capacidade do carregador da arma.
DivineTechText/TechDesc5016,Weapon Ricochet +2,Ricochetes da Arma +2
DivineTechText/QiangSuan_Passive5_Desc,Weapon Projectiles +2,Projéteis da Arma +2
DivineTechText/TechUI6016_1,Damage per projectile: <Green_24>%s</>,Dano por projétil: <Green_24>%s</>
DivineTechText/TechUI6016_2,Healing per projectile: <Green_24>%s</>,Cura por projétil: <Green_24>%s</>
DivineTechText/Param_DMGAuxWpInc,DMG Bonus per Auxiliary Weapon: <Green_24>%s%</>,Bônus de Dano por Arma Auxiliar: <Green_24>%s%</>
DivineTechText/HanBing_Psionic1_Desc,"When taking a certain percentage of damage, releases a Freezing Wave that deals AoE damage and inflicts [Freeze].","Ao sofrer uma certa porcentagem de dano, libera uma Onda Congelante que causa dano em área e aplica [Congelamento]."
DivineTechText/Param_StackDMGInc,[Weapon] DMG Bonus per Stack: <Green_24>%s%</>,Bônus de Dano de [Arma] por Acúmulo: <Green_24>%s%</>
DivineTechText/Param_StackFireRateInc,[Weapon] Fire Rate Bonus per Stack: <Green_24>%s%</>,Bônus de Cadência de Tiro de [Arma] por Acúmulo: <Green_24>%s%</>
DivineTechText/Param_StackRangeInc,Explosion Area Bonus per Stack: <Green_24>%s%</>,Bônus de Área de Explosão por Acúmulo: <Green_24>%s%</>
DivineTechText/Param_ArmorBonus,Armor Bonus per Stack: <Green_24>%s</>,Bônus de Armadura por Acúmulo: <Green_24>%s</>
DivineTechText/LieYan_Psionic2_Desc,"Each time you kill a burning enemy, it has a chance to explode.","Sempre que você mata um inimigo em chamas, ele tem chance de explodir."
DivineTechText/LeiDian_Psionic1_Desc,"Every time you move a certain distance, unleash multiple lightning arcs.","Sempre que você percorre uma certa distância, libera múltiplos arcos elétricos."
DivineTechText/LeiDian_Passive5_Desc,"When using a Tactical Skill, there is a chance to cast it 2 times in succession.","Ao usar uma Habilidade Tática, há chance de conjurá-la 2 vezes seguidas."
DivineTechText/ZhiXie_Passive5_Desc,Each Auxiliary Weapon increases the damage of all Auxiliary Weapons.,Cada Arma Auxiliar aumenta o dano de todas as Armas Auxiliares.
DivineTechText/Param_DMGPerShell,Damage per Shell: <Green_24>%s</>,Dano por Projétil: <Green_24>%s</>
DivineTechText/Param_ReloadSPDKill,Reload Speed Bonus after each kill: <Green_24>%s%</>,Bônus de Velocidade de Recarga após cada abate: <Green_24>%s%</>
DivineTechText/TechDesc7034,Each shot hit increases Weapon and Throw damage. Resets on reload.,Cada disparo acertado aumenta o dano de Arma e Arremesso. Reinicia ao recarregar.
DivineTechText/Param_DPS,Damage per Second: <Green_24>%s</>,Dano por Segundo: <Green_24>%s</>
DivineTechText/Param_HealPerSec,Healing per Second: <Green_24>%s</>,Cura por Segundo: <Green_24>%s</>
DivineTechText/QiangSuan_AuxWeapon1_Name,Venom Drone,Drone Venenoso
DivineTechText/QiangSuan_Skill2_Name,Venom Matrix,Matriz Venenosa
DivineTechText/QiangSuan_Dash1_Name,Toxic Chain,Corrente Tóxica
DivineTechText/Qiangjiang_Passive3_Desc,Increases consumable item drop rate.,Aumenta a Chance de Obtenção de itens consumíveis.
DivineTechText/Param_ItemDropInc,Consumable item drop rate Bonus: <Green_24>%s%</>,Bônus de Chance de Obtenção de consumíveis: <Green_24>%s%</>
DivineTechText/LieYan_AuxWeapon1_Name,Laser Drone,Drone Laser
DivineTechText/LieYan_Skill2_Name,Laser Array,Matriz Laser
DivineTechText/LieYan_Psionic3_Name,Fire-Control Bomb,Bomba de Controle de Fogo
DivineTechText/TechUI1018_1,Scorched Ground Duration: <Green_24>%s</>,Duração do Chão Chamuscado: <Green_24>%s</>
DivineTechText/LieYan_Passive7_Name,Plague Spread,Propagação da Praga
DivineTechText/LieYan_Passive8_Name,Inferno Mastery,Maestria Infernal
DivineTechText/LieYan_Psionic1_Name,Blazing Embers,Brasas Flamejantes
DivineTechText/LieYan_Name,Inferno,Inferno
DivineTechText/LieYan_Dash1_Name,Flame Dash,Avanço Flamejante
DivineTechText/LieYan_Psionic4_Name,Lava Wave,Onda de Lava
DivineTechText/LieYan_Weapon1_Name,Inferno Rounds,Projéteis Infernais
DivineTechText/LieYan_Throw1_Name,Molotov,Molotov
DivineTechText/LieYan_Psionic1_Desc,"Burning enemies turn into a pile of embers upon death, which apply [Burn] to nearby foes.","Inimigos em chamas viram uma pilha de brasas ao morrer, aplicando [Queimadura] a adversários próximos."
DivineTechText/TechName7031,Flame Missile Component,Componente de Míssil Flamejante
DivineTechText/LieYan_Psionic2_Name,Combustion Protocol,Protocolo de Combustão
DivineTechText/ZhiXie_Skill2_Desc,Launches a burst of disc blades in a line; they spin at the end and return.,Lança uma rajada de lâminas circulares em linha; elas giram no final do trajeto e retornam.
DivineTechText/BaoZha_Name,Explosion,Explosão
DivineTechText/BaoZha_Passive6_Name,Explosion Mastery,Maestria em Explosão
DivineTechText/Param_ExploDMGMult,Explosion Damage Multiplier: <Green_24>%s%</>,Multiplicador de Dano de Explosão: <Green_24>%s%</>
DivineTechText/TechName4016,Explosions are art,Explosões são arte
DivineTechText/TechDesc4016,Explosion Tech has 10% chance to deal 500% damage,Tecnologias de Explosão têm 10% de chance de causar 500% de dano.
DivineTechText/Param_ExploRange,Explosion Area: <Green_24>%s</>,Área de Explosão: <Green_24>%s</>
DivineTechText/TechName7030,Deflagration Powder,Pó Deflagrante
DivineTechText/BaoZha_Weapon1_Name,Explosive Rounds,Projéteis Explosivos
DivineTechText/TechName4017,Explosive Round,Projétil Explosivo
DivineTechText/TechName7035,Tesla Mod,Mod Tesla
DivineTechText/QiangSuan_Throw1_Name,Biochemical Canister,Cilindro Bioquímico
DivineTechText/Param_HealthRegen,Health Regen: <Green_24>%s</>,Regeneração de Vida: <Green_24>%s</>
DivineTechText/TechName7039,Bio-Shield Crystal,Cristal Bioescudo
DivineTechText/TechDesc7033,Electrifying [Frozen] enemies triggers the Tactical Skill: Thunder Strike.,Eletrificar inimigos [Congelados] aciona a Habilidade Tática: Golpe Trovejante.
DivineTechText/LeiDian_Passive1_Desc,"When dealing electric damage, has a chance to restore a certain amount of ammo.","Ao causar dano elétrico, tem chance de restaurar uma certa quantidade de munição."
DivineTechText/TechName2015,Arc Ring,Anel de Arco
DivineTechText/Param_ArcRicochet,Arc Ricochet Count: <Green_24>%s</>,Ricochetes de Arco: <Green_24>%s</>
DivineTechText/Param_ArcCount,Arc Count: <Green_24>%s</>,Quantidade de Arcos: <Green_24>%s</>
DivineTechText/LeiDian_AuxWeapon1_Name,Arc Drone,Drone de Arco
DivineTechText/LeiDian_Chase1_Name,Arc Chain,Corrente de Arco
DivineTechText/LeiDian_Chase2_Name,Surge Orb,Orbe de Surto
DivineTechText/LeiDian_Skill2_Name,Electromagnetic Storm,Tempestade Eletromagnética
DivineTechText/HanBing_AuxWeapon1_Name,Phase Ice Wall,Muralha de Gelo Fásica
DivineTechText/Param_StunDuration,Stun Duration: <Green_24>%s sec</>,Duração do Atordoamento: <Green_24>%s sec</>
DivineTechText/TechName7036,Neurotoxin Conduction,Condução de Neurotoxina
DivineTechText/Qiangjiang_Passive5_Desc,"Grants additional Tech Bans, Tech Rerolls, and Tech Alterations.","Concede Banimentos de Tecnologia, Rerrolagens de Tecnologia e Alterações de Tecnologia adicionais."
DivineTechText/Param_TechBanInc,Tech Bans: +<Green_24>%s</>,Banimentos de Tecnologia: +<Green_24>%s</>
DivineTechText/Param_TechAlterInc,Tech Alterations: +<Green_24>%s</>,Alterações de Tecnologia: +<Green_24>%s</>
DivineTechText/Param_TechRerollInc,Tech Rerolls: +<Green_24>%s</>,Rerrolagens de Tecnologia: +<Green_24>%s</>
DivineTechText/Param_MoveDistance,Distance Traveled: <Green_24>%s</>,Distância Percorrida: <Green_24>%s</>
DivineTechText/TechDesc7027,Increases Movement Speed.,Aumenta a Velocidade de Movimento.
DivineTechText/Param_MoveSpeedInc,Movement Speed Bonus: <Green_24>%s%</>,Bônus de Velocidade de Movimento: <Green_24>%s%</>
DivineTechText/TechName7027,Movement Speed Amplification,Amplificação de Velocidade de Movimento
DivineTechText/HanBing_Psionic3_Desc,"Move faster, leaving a trail of frost behind you.","Move-se mais rápido, deixando uma trilha de gelo para trás."
DivineTechText/ZhiXie_Weapon1_Name,Armor-Piercing Rounds,Projéteis Perfurantes
DivineTechText/Param_BarrierBonusDMG,[Weapon] DMG Bonus through Barrier: <Green_24>%s%</>,Bônus de Dano de [Arma] através de Barreira: <Green_24>%s%</>
DivineTechText/Param_PierceCount,Pierce Count: <Green_24>%s</>,Perfurações: <Green_24>%s</>
DivineTechText/ZhiXie_Passive2_Name,Precision Amplification,Amplificação de Precisão
DivineTechText/TechName7042,Nano-Repair Core,Núcleo de Nanorreparo
DivineTechText/ZhiXie_AuxWeapon1_Name,Nanomedic,Nanomédico
DivineTechText/TechUI7026_1,EXP Gain Bonus: <Green_24>%s%</>,Bônus de Ganho de EXP: <Green_24>%s%</>
DivineTechText/TechName7026,EXP Amplification,Amplificação de EXP
DivineTechText/BaoZha_Chase1_Name,Rocket Salvo,Salva de Foguetes
DivineTechText/LieYan_Chase1_Name,Fire Tongue,Língua de Fogo
DivineTechText/BaoZha_AuxWeapon1_Name,Back-Mounted RPG,RPG Dorsal
DivineTechText/BaoZha_Passive3_Name,Territory Expansion,Expansão de Território
DivineTechText/TechName7032,Corruption Equation,Equação da Corrupção
DivineTechText/QiangSuan_Skill1_Name,Corrosive Aura,Aura Corrosiva
DivineTechText/QiangSuan_Weapon1_Name,Corrosive Rounds,Projéteis Corrosivos
DivineTechText/QiangSuan_Chase1_Name,Rifling Modification,Modificação de Raiamento
DivineTechText/TechDesc6016,Automatically swing the bat to reflect enemies' bullets. Triggers a cooldown after use. Each reflected bullet grants additional health regeneration.,Balança o bastão automaticamente para refletir balas inimigas. Aciona uma recarga após o uso. Cada bala refletida concede regeneração de Vida adicional.
DivineTechText/TechDesc2015,"Automatically releases an expanding and contracting arc ring that damages targets it passes through, hitting them twice (out and back).","Libera automaticamente um anel de arco que expande e contrai, causando dano aos alvos atravessados e atingindo-os duas vezes (ida e volta)."
DivineTechText/HanBing_AuxWeapon2_Name,Suicide Sentinel,Sentinela Suicida
DivineTechText/Param_Range,Area: <Green_24>%s</>,Área: <Green_24>%s</>
DivineTechText/TechDesc7026,Increases EXP gained.,Aumenta a EXP obtida.
DivineTechText/BaoZha_Skill1_Desc,Call in aerial gunship to strafe a line of enemies.,Chama uma aeronave de suporte para metralhar uma linha de inimigos.
DivineTechText/QiangSuan_Skill1_Desc,"Grants a Corrosive Aura, dealing continuous damage and applying [Poison] to nearby enemies.","Concede uma Aura Corrosiva, causando dano contínuo e aplicando [Veneno] a inimigos próximos."
DivineTechText/Param_LightningDMG,Thunderfall Damage: <Green_24>%s</>,Dano da Queda Trovejante: <Green_24>%s</>
DivineTechText/Param_LightningCount,Thunderfall Count: <Green_24>%s</>,Quantidade de Quedas Trovejantes: <Green_24>%s</>
DivineTechText/Param_LightningRange,Thunderfall Area: <Green_24>%s</>,Área da Queda Trovejante: <Green_24>%s</>
DivineTechText/Type_Fusion,Fusion Tech,Tecnologia de Fusão
DivineTechText/Type_Passive,Passive,Passiva
DivineTechText/Param_LoadMagazine,Load Magazine: <Green_24>%s%</>,Carregar Carregador: <Green_24>%s%</>
DivineTechText/LieYan_Skill1_Name,Crimson Flame Dragon,Dragão de Chamas Carmesim
DivineTechText/Type_Psionic,Psionic,Psiônico
DivineTechText/LieYan_Passive2_Name,Psionic Amplification,Amplificação Psiônica
DivineTechText/LieYan_Passive2_Desc,Increases damage of Psionic-type Tech.,Aumenta o dano de Tecnologias do tipo Psiônico.
DivineTechText/BaoZha_Passive3_Desc,Increases the Area of Psionic-type Tech.,Aumenta a área de Tecnologias do tipo Psiônico.
DivineTechText/TechName7034,Overclocked Supply System,Sistema de Suprimento com Overclock
DivineTechText/LeiDian_Passive4_Name,Overclock Circuit,Circuito com Overclock
DivineTechText/TechName1018,Orbital Laser,Laser Orbital
DivineTechText/Type_AuxWeapon,Auxiliary Weapon,Arma Auxiliar
DivineTechText/ZhiXie_Passive7_Desc,Killing an enemy with Auxiliary Weapons has a chance to restore health.,Matar um inimigo com Armas Auxiliares tem chance de restaurar Vida.
DivineTechText/QiangSuan_Passive2_Desc,Increases Auxiliary Weapon Duration.,Aumenta a duração de Armas Auxiliares.
DivineTechText/TechDesc7031,Auxiliary weapon attacks have a chance to fire a [Psionic] fireball on hit.,Ataques de Armas Auxiliares têm chance de disparar uma bola de fogo [Psiônica] ao acertar.
DivineTechText/TechDesc7035,Auxiliary Weapon attacks have a chance to fire a [Chase] arc on hit.,Ataques de Armas Auxiliares têm chance de disparar um arco de [Perseguição] ao acertar.
DivineTechText/TechDesc7042,Auxiliary Weapon has a chance to heal after dealing damage.,Armas Auxiliares têm chance de curar após causar dano.
DivineTechText/QiangSuan_Passive2_Name,Auxiliary Hourglass,Ampulheta Auxiliar
DivineTechText/TechName7028,Overloaded Barrel,Cano Sobrecarregado
DivineTechText/Param_FireBonus,Shots per Fire Bonus: <Green_24>%s</>,Bônus de Disparos por Tiro: <Green_24>%s</>
DivineTechText/Type_Chase,Chase,Perseguição
DivineTechText/QiangSuan_Passive1_Name,Chaser Amplification,Amplificação de Perseguição
DivineTechText/LieYan_Passive5_Name,Chase Expansion,Expansão de Perseguição
DivineTechText/QiangSuan_Passive1_Desc,Increases damage of Chase-type Tech.,Aumenta o dano de Tecnologias do tipo Perseguição.
DivineTechText/LieYan_Passive5_Desc,Expands the Area of Chase-type Tech.,Amplia a área de Tecnologias do tipo Perseguição.
DivineTechText/QiangSuan_Chase2_Name,Tracking Spikes,Espinhos Teleguiados
DivineTechText/LieYan_Passive3_Name,Rapid-Fire Protocol,Protocolo de Fogo Rápido
DivineTechText/TechDesc7036,Dealing [Poison] damage has a chance to fire a [Chase] arc.,Causar dano de [Veneno] tem chance de disparar um arco de [Perseguição].
DivineTechText/TechDesc7039,Dealing [Poison] damage has a chance to gain a shield.,Causar dano de [Veneno] tem chance de conceder um escudo.
DivineTechText/TechDesc7029,Applying [Freeze] also inflicts [Burn]. Dealing [Burn] damage adds 1 stack of [Chill].,Aplicar [Congelamento] também inflige [Queimadura]. Causar dano de [Queimadura] adiciona 1 acúmulo de [Calafrio].
DivineTechText/QiangSuan_AuxWeapon2_Desc,Deploy a stationary cannon turret that fires venom cannons at enemies.,Implanta uma torreta de canhão estacionária que dispara canhões venenosos contra inimigos.
DivineTechText/BaoZha_Skill2_Name,Heavy Artillery,Artilharia Pesada
DivineTechText/Param_RangeLength,Length: <Green_24>%s</>,Comprimento: <Green_24>%s</>
DivineTechText/LieYan_Passive4_Name,Extended Dash,Avanço Estendido
